ご依頼者,顧客名,lot_id,サンプル種別,検体識別番号
新光工業,(株)新光工業,20230101523H0523,品種AP,544
新光工業,(株)新光工業,20230101524H0524,品種AP,545
新光工業,(株)新光工業,20230101525H0525,品種AP,546
新光工業,(株)新光工業,20230101526H0526,品種D,547
新光工業,(株)新光工業,20230101527H0527,品種AP,548
誠製作所,(有)誠製作所,20230101528H0528,品種AF,549
誠製作所,(有)誠製作所,20230101529H0529,品種T,550
GHX Ltd.,GHX Ltd.,20230101530H0530,品種T,551
GHX Ltd.,GHX Ltd.,20230101531H0531,品種T,552
GHX Ltd.,GHX Ltd.,20230101532H0532,品種T,553
GHX Ltd.,GHX Ltd.,20230101533H0533,品種T,554
GHX Ltd.,GHX Ltd.,20230101534H0534,品種AF,555
GHX Ltd.,GHX Ltd.,20230101535H0535,品種AB,556
GHX Ltd.,GHX Ltd.,20230101536H0536,品種AF,557
GHX Ltd.,GHX Ltd.,20230101537H0537,品種AF,558
GHX Ltd.,GHX Ltd.,20230101538H0538,品種AF,559
GHX Ltd.,GHX Ltd.,20230101539H0539,品種AF,560
GHX Ltd.,GHX Ltd.,20230101540H0540,品種T,561
GHX Ltd.,GHX Ltd.,20230101541H0541,品種AF,562
GHX Ltd.,GHX Ltd.,20230101542H0542,品種T,563
GHX Ltd.,GHX Ltd.,20230101543H0543,品種AF,564
GHX Ltd.,GHX Ltd.,20230101544H0544,品種AF,565
GHX Ltd.,GHX Ltd.,20230101545H0545,品種AF,566
GHX Ltd.,GHX Ltd.,20230101546H0546,品種AB,567
GHX Ltd.,GHX Ltd.,20230101547H0547,品種T,568
GHX Ltd.,GHX Ltd.,20230101548H0548,品種AB,569
GHX Ltd.,GHX Ltd.,20230101549H0549,品種T,570
GHX Ltd.,GHX Ltd.,20230101550H0550,品種T,571
GHX Ltd.,GHX Ltd.,20230101551H0551,品種T,572
GHX Ltd.,GHX Ltd.,20230101552H0552,品種T,573
GHX Ltd.,GHX Ltd.,20230101553H0553,品種T,574
GHX Ltd.,GHX Ltd.,20230101554H0554,品種T,575
GHX Ltd.,GHX Ltd.,20230101555H0555,品種B,576
GHX Ltd.,GHX Ltd.,20230101556H0556,品種AF,577
GHX Ltd.,GHX Ltd.,20230101557H0557,品種AF,578
GHX Ltd.,GHX Ltd.,20230101558H0558,品種AY,579
GHX Ltd.,GHX Ltd.,20230101559H0559,品種T,580
GHX Ltd.,GHX Ltd.,20230101560H0560,品種AF,581
GHX Ltd.,GHX Ltd.,20230101561H0561,品種AY,582
GHX Ltd.,GHX Ltd.,20230101562H0562,品種AF,583
GHX Ltd.,GHX Ltd.,20230101563H0563,品種AF,584
GHX Ltd.,GHX Ltd.,20230101564H0564,品種T,585
GHX Ltd.,GHX Ltd.,20230101565H0565,品種AF,586
GHX Ltd.,GHX Ltd.,20230101566H0566,品種AF,587
GHX Ltd.,GHX Ltd.,20230101567H0567,品種T,588
GHX Ltd.,GHX Ltd.,20230101568H0568,品種AF,589
GHX Ltd.,GHX Ltd.,20230101569H0569,品種AF,590
GHX Ltd.,GHX Ltd.,20230101570H0570,品種B,591
GHX Ltd.,GHX Ltd.,20230101571H0571,品種AF,592
GHX Ltd.,GHX Ltd.,20230101572H0572,品種AF,593
GHX Ltd.,GHX Ltd.,20230101573H0573,品種AF,594
GHX Ltd.,GHX Ltd.,20230101574H0574,品種T,595
GHX Ltd.,GHX Ltd.,20230101575H0575,品種T,596
GHX Ltd.,GHX Ltd.,20230101576H0576,品種B,597
GHX Ltd.,GHX Ltd.,-,,598
栄製作所,栄製作所,20230101577H0577,品種B,599
栄製作所,栄製作所,20230101578H0578,品種B,600
栄製作所,栄製作所,20230101579H0579,品種B,601
栄製作所,栄製作所,20230101580H0580,品種B,602
徳サービス,(株)徳サービス,20230101581H0581,品種L,603
徳サービス,(株)徳サービス,20230101582H0582,品種L,604
徳サービス,(株)徳サービス,20230101583H0583,品種L,605
徳サービス,(株)徳サービス,20230101584H0584,品種L,606
徳サービス,(株)徳サービス,20230101585H0585,品種L,607
徳サービス,(株)徳サービス,20230101586H0586,品種L,608
徳サービス,(株)徳サービス,20230101587H0587,品種L,609
徳サービス,(株)徳サービス,20230101588H0588,品種L,610
徳サービス,(株)徳サービス,20230101589H0589,品種AU,611
徳サービス,(株)徳サービス,20230101590H0590,品種AU,612
徳サービス,(株)徳サービス,20230101591H0591,品種L,613
徳サービス,(株)徳サービス,20230101592H0592,品種L,614
徳サービス,(株)徳サービス,20230101593H0593,品種L,615
徳サービス,(株)徳サービス,20230101594H0594,品種L,616
徳サービス,(株)徳サービス,20230101595H0595,品種L,617
徳サービス,(株)徳サービス,20230101596H0596,品種L,618
徳サービス,(株)徳サービス,20230101597H0597,品種L,619
徳サービス,(株)徳サービス,20230101598H0598,品種L,620
徳サービス,(株)徳サービス,20230101599H0599,品種L,621
徳サービス,(株)徳サービス,20230101600H0600,品種L,622
徳サービス,(株)徳サービス,20230101601H0601,品種L,623
広化学,株広化学,20230101602H0602,品種AH,624
広化学,株広化学,20230101603H0603,品種AH,625
広化学,株広化学,20230101604H0604,品種AH,626
広化学,株広化学,20230101605H0605,品種BC,627
広化学,株広化学,20230101606H0606,品種BC,628
広化学,株広化学,20230101607H0607,品種N,629
広化学,株広化学,20230101608H0608,品種N,630
広化学,株広化学,20230101609H0609,品種N,631
広化学,株広化学,20230101610H0610,品種N,632
広化学,株広化学,20230101611H0611,品種AV,633
広化学,株広化学,20230101612H0612,品種AV,634
広化学,株広化学,20230101613H0613,品種AV,635
広化学,株広化学,20230101614H0614,品種AV,636
広化学,株広化学,20230101615H0615,品種AV,637
広化学,株広化学,20230101616H0616,品種AV,638
広化学,株広化学,20230101617H0617,品種AV,639
広化学,株広化学,20230101618H0618,品種AV,640
広化学,株広化学,20230101619H0619,品種AV,641
広化学,株広化学,20230101620H0620,品種AV,642
広化学,株広化学,20230101621H0621,品種AV,643
広化学,株広化学,20230101622H0622,品種AX,644
広化学,株広化学,20230101623H0623,品種AX,645
広化学,株広化学,20230101624H0624,品種AX,646
広化学,株広化学,20230101625H0625,品種AX,647
広化学,株広化学,20230101626H0626,品種AX,648
栄サービス,栄サービス,20230101627H0627,品種A,649
栄興業,(有)栄興業,20230101628H0628,品種S,650
栄興業,(有)栄興業,20230101629H0629,品種S,651
栄興業,(有)栄興業,20230101630H0630,品種S,652
栄興業,(有)栄興業,-,品種S,653
広商事,(有)広商事,20230101631H0631,品種AP,654
広商事,(有)広商事,20230101632H0632,品種AP,655
広商事,(有)広商事,20230101633H0633,品種AP,656
広商事,(有)広商事,20230101634H0634,品種AP,657
広商事,(有)広商事,20230101635H0635,品種AP,658
広商事,(有)広商事,20230101636H0636,品種AP,659
広商事,(有)広商事,20230101637H0637,品種AP,660
広商事,(有)広商事,20230101638H0638,品種AP,661
広商事,(有)広商事,20230101639H0639,品種L,662
広商事,(有)広商事,20230101640H0640,品種L,663
広商事,(有)広商事,20230101641H0641,品種L,664
広商事,(有)広商事,20230101642H0642,品種L,665
広商事,(有)広商事,20230101643H0643,品種L,666
広商事,(有)広商事,20230101644H0644,品種L,667
広商事,(有)広商事,20230101645H0645,品種L,668
広商事,(有)広商事,20230101646H0646,品種L,669
広商事,(有)広商事,20230101647H0647,品種L,670
広商事,(有)広商事,20230101648H0648,品種L,671
広商事,(有)広商事,20230101649H0649,品種L,672
広商事,(有)広商事,20230101650H0650,品種L,673
広商事,(有)広商事,20230101651H0651,品種L,674
広商事,(有)広商事,20230101652H0652,品種L,675
西製作所,(株)西製作所,20230101653H0653,品種B,676
西製作所,(株)西製作所,20230101654H0654,品種B,677
西製作所,(株)西製作所,20230101655H0655,品種B,678
西製作所,(株)西製作所,20230101656H0656,品種B,679
西製作所,(株)西製作所,20230101657H0657,品種B,680
西製作所,(株)西製作所,20230101658H0658,品種B,681
西製作所,(株)西製作所,20230101659H0659,品種B,682
西製作所,(株)西製作所,20230101660H0660,品種B,683
西製作所,(株)西製作所,20230101661H0661,品種B,684
西製作所,(株)西製作所,20230101662H0662,品種B,685
西製作所,(株)西製作所,20230101663H0663,品種B,686
西製作所,(株)西製作所,20230101664H0664,品種B,687
西製作所,(株)西製作所,20230101665H0665,品種B,688
西製作所,(株)西製作所,20230101666H0666,品種B,689
西製作所,(株)西製作所,20230101667H0667,品種B,690
西製作所,(株)西製作所,20230101668H0668,品種B,691
西製作所,(株)西製作所,20230101669H0669,品種B,692
西製作所,(株)西製作所,20230101670H0670,品種B,693
西製作所,(株)西製作所,20230101671H0671,品種B,694
西製作所,(株)西製作所,20230101672H0672,品種B,695
西製作所,(株)西製作所,20230101673H0673,品種B,696
西製作所,(株)西製作所,20230101674H0674,品種B,697
西製作所,(株)西製作所,20230101675H0675,品種B,698
西製作所,(株)西製作所,20230101676H0676,品種B,699
西製作所,(株)西製作所,20230101677H0677,品種B,700
西製作所,(株)西製作所,20230101678H0678,品種B,701
西製作所,(株)西製作所,20230101679H0679,品種B,702
西製作所,(株)西製作所,20230101680H0680,品種B,703
西製作所,(株)西製作所,20230101681H0681,品種B,704
西製作所,(株)西製作所,20230101682H0682,品種B,705
西製作所,(株)西製作所,20230101683H0683,品種B,706
西製作所,(株)西製作所,20230101684H0684,品種B,707
西製作所,(株)西製作所,20230101685H0685,品種B,708
西製作所,(株)西製作所,20230101686H0686,品種B,709
西製作所,(株)西製作所,20230101687H0687,品種B,710
西製作所,(株)西製作所,20230101688H0688,品種B,711
西製作所,(株)西製作所,20230101689H0689,品種B,712
西製作所,(株)西製作所,20230101690H0690,品種B,713
西製作所,(株)西製作所,20230101691H0691,品種B,714
西製作所,(株)西製作所,20230101692H0692,品種B,715
西製作所,(株)西製作所,20230101693H0693,品種N,716
西製作所,(株)西製作所,20230101694H0694,品種N,717
西製作所,(株)西製作所,20230101695H0695,品種N,718
西製作所,(株)西製作所,20230101696H0696,品種N,719
西製作所,(株)西製作所,20230101697H0697,品種N,720
西製作所,(株)西製作所,20230101698H0698,品種N,721
西製作所,(株)西製作所,20230101699H0699,品種N,722
西製作所,(株)西製作所,20230101700H0700,品種N,723
西製作所,(株)西製作所,20230101701H0701,品種BB,724
西製作所,(株)西製作所,20230101702H0702,品種BB,725
西製作所,(株)西製作所,20230101703H0703,品種BB,726
西製作所,(株)西製作所,20230101704H0704,品種BB,727
西製作所,(株)西製作所,20230101705H0705,品種BB,728
西製作所,(株)西製作所,20230101706H0706,品種BB,729
西製作所,(株)西製作所,20230101707H0707,品種BB,730
西製作所,(株)西製作所,20230101708H0708,品種AT,731
西製作所,(株)西製作所,20230101709H0709,品種BA,732
西製作所,(株)西製作所,20230101710H0710,品種AT,733
西製作所,(株)西製作所,20230101711H0711,品種AT,734
西製作所,(株)西製作所,20230101712H0712,品種AT,735
西製作所,(株)西製作所,20230101713H0713,品種AT,736
西製作所,(株)西製作所,20230101714H0714,品種AT,737
桜物産,(株)桜物産,-,品種AZ,738
桜物産,(株)桜物産,-,品種AZ,739
桜物産,(株)桜物産,-,品種AZ,740
桜物産,(株)桜物産,-,品種P,741
桜物産,(株)桜物産,-,品種P,742
桜物産,(株)桜物産,-,品種P,743
桜物産,(株)桜物産,-,品種P,744
桜物産,(株)桜物産,-,品種P,745
桜物産,(株)桜物産,-,品種P,746
桜物産,(株)桜物産,-,品種P,747
桜物産,(株)桜物産,-,品種P,748
桜物産,(株)桜物産,-,品種P,749
桜物産,(株)桜物産,-,品種P,750
桜物産,(株)桜物産,-,品種R,751
桜物産,(株)桜物産,-,品種R,752
桜物産,(株)桜物産,-,品種R,753
桜物産,(株)桜物産,-,品種AW,754
東システム,東システム,-,品種U,755
東システム,東システム,-,品種U,756
東システム,東システム,-,品種U,757
東システム,東システム,-,品種U,758
東システム,東システム,-,品種U,759
東システム,東システム,-,品種U,760
東システム,東システム,-,品種U,761
東システム,東システム,-,品種U,762
東システム,東システム,-,品種U,763
東システム,東システム,-,品種U,764
東システム,東システム,-,品種U,765
東システム,東システム,-,品種U,766
東システム,東システム,-,品種U,767
東システム,東システム,-,品種U,768
東システム,東システム,-,品種U,769
東システム,東システム,-,品種U,770
東システム,東システム,-,品種U,771
東システム,東システム,-,品種U,772
東システム,東システム,-,品種U,773
東システム,東システム,-,品種U,774
東システム,東システム,-,品種U,775
東システム,東システム,-,品種U,776
東システム,東システム,-,品種U,777
東システム,東システム,-,品種U,778
東システム,東システム,-,品種AF,779
東システム,東システム,-,品種U,780
東システム,東システム,-,品種U,781
東システム,東システム,-,品種AF,782
東システム,東システム,-,品種U,783
東システム,東システム,-,品種U,784
東システム,東システム,-,品種U,785
東システム,東システム,-,品種U,786
東システム,東システム,-,品種U,787
東システム,東システム,-,品種U,788
東システム,東システム,-,品種U,789
東システム,東システム,-,品種U,790
東システム,東システム,-,品種U,791
東システム,東システム,-,品種U,792
東システム,東システム,-,品種U,793
東システム,東システム,-,品種U,794
東システム,東システム,-,品種U,795
東システム,東システム,-,品種U,796
東システム,東システム,-,品種U,797
東システム,東システム,-,品種U,798
東システム,東システム,-,品種U,799
東システム,東システム,-,品種U,800
東システム,東システム,-,品種U,801
東システム,東システム,-,品種U,802
東システム,東システム,-,品種U,803
東システム,東システム,-,品種U,804
東システム,東システム,-,品種U,805
東システム,東システム,-,品種U,806
東システム,東システム,-,品種U,807
東システム,東システム,-,品種U,808
東システム,東システム,-,品種U,809
東システム,東システム,-,品種U,810
東システム,東システム,-,品種U,811
東システム,東システム,-,品種U,812
東システム,東システム,-,品種U,813
東システム,東システム,-,品種U,814
東システム,東システム,-,品種U,815
東システム,東システム,-,品種U,816
東システム,東システム,-,品種U,817
東システム,東システム,-,品種U,818
東システム,東システム,-,品種U,819
東システム,東システム,-,品種U,820
東システム,東システム,-,品種U,821
東システム,東システム,-,品種U,822
東システム,東システム,-,品種U,823
東システム,東システム,-,品種U,824
東システム,東システム,-,品種U,825
東システム,東システム,-,品種U,826
東システム,東システム,-,品種U,827
東システム,東システム,-,品種U,828
東システム,東システム,-,品種U,829
東システム,東システム,-,品種U,830
東システム,東システム,-,品種U,831
東システム,東システム,-,品種U,832
東システム,東システム,-,品種AF,833
東システム,東システム,-,品種U,834
東システム,東システム,-,品種U,835
東システム,東システム,-,品種U,836
東システム,東システム,-,品種U,837
東システム,東システム,-,品種U,838
東システム,東システム,-,品種U,839
東システム,東システム,-,品種AF,840
東システム,東システム,-,品種U,841
東システム,東システム,-,品種U,842
東システム,東システム,-,品種U,843
東システム,東システム,-,品種U,844
東システム,東システム,-,品種U,845
東システム,東システム,-,品種U,846
東システム,東システム,-,品種U,847
東システム,東システム,-,品種U,848
東システム,東システム,-,品種U,849
東システム,東システム,-,品種U,850
東システム,東システム,-,品種U,851
東システム,東システム,-,品種U,852
東システム,東システム,-,品種U,853
東システム,東システム,-,品種U,854
東システム,東システム,-,品種U,855
東システム,東システム,-,品種U,856
東システム,東システム,-,品種U,857
東システム,東システム,-,品種U,858
東システム,東システム,-,品種U,859
東システム,東システム,-,品種AJ,860
東システム,東システム,-,品種AW,861
東システム,東システム,-,品種U,862
東システム,東システム,-,品種U,863
東システム,東システム,-,品種U,864
東システム,東システム,-,品種U,865
東システム,東システム,-,品種AW,866
東システム,東システム,-,品種AW,867
東システム,東システム,-,品種AW,868
東システム,東システム,-,品種U,869
東システム,東システム,-,品種U,870
東システム,東システム,-,品種U,871
東システム,東システム,-,品種U,872
東システム,東システム,-,品種U,873
東システム,東システム,-,品種AW,874
東システム,東システム,-,品種U,875
東システム,東システム,-,品種U,876
東システム,東システム,-,品種AF,877
東システム,東システム,-,品種U,878
東システム,東システム,-,品種U,879
東システム,東システム,-,品種U,880
東システム,東システム,-,品種U,881
東システム,東システム,-,品種U,882
東システム,東システム,-,品種U,883
東システム,東システム,-,品種U,884
東システム,東システム,-,品種U,885
東システム,東システム,-,品種AW,886
東システム,東システム,-,品種U,887
東システム,東システム,-,品種AW,888
東システム,東システム,-,品種U,889
東システム,東システム,-,品種U,890
東システム,東システム,-,品種U,891
東システム,東システム,-,品種U,892
東システム,東システム,-,品種U,893
東システム,東システム,-,品種U,894
東システム,東システム,-,品種U,895
東システム,東システム,-,品種AW,896
